ensgene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	test	chromosome_name	start_position	end_position	strand	gene_biotype	external_gene_name	description
ENSG00000090339	1903.4900649030535	1.947243977259379	0.16404012174696694	11.870534821127581	1.6838769653100264e-32	2.990378392950017e-29	TRUE	19	10271093	10286615	1	protein_coding	ICAM1	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]
ENSG00000091127	389.4487748273482	-1.1506373945820192	0.2658813724535598	-4.32763447835367	1.5071932282593776e-5	0.0016613427149841124	TRUE	7	105439661	105522271	-1	protein_coding	PUS7	pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033]
ENSG00000091513	64.8132181274936	1.866217715119123	0.44121866385833924	4.229688968276066	2.3401463489319887e-5	0.002352362207231445	TRUE	3	133746040	133796641	1	protein_coding	TF	transferrin [Source:HGNC Symbol;Acc:HGNC:11740]
ENSG00000093134	14.814984138464217	2.6016012905759487	0.758411455425832	3.430329634347631	6.028484053740911e-4	0.03404708856216996	TRUE	6	132722787	132736935	-1	protein_coding	VNN3	vanin 3 [Source:HGNC Symbol;Acc:HGNC:16431]
ENSG00000100033	48.768664425946056	-2.347799807127921	0.4847986165972081	-4.842835203629667	1.279994457233749e-6	2.1763990861667034e-4	TRUE	22	18912777	18936553	-1	protein_coding	PRODH	proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]
ENSG00000100906	2344.406207574854	1.0438861979113911	0.1660780825262347	6.285514512407093	3.2676963550539477e-10	9.686755492634701e-8	TRUE	14	35401511	35404749	-1	protein_coding	NFKBIA	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]
ENSG00000100985	312.85359585796283	2.3030788152136723	0.267539060756466	8.608383421477683	7.409806055510858e-18	4.737237207409202e-15	TRUE	20	46008908	46016561	1	protein_coding	MMP9	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]
ENSG00000101639	334.9827669191285	-1.0211617903152734	0.1928056635555814	-5.296326733788586	1.1815534440470037e-7	2.4525673631432807e-5	TRUE	18	12991362	13125052	1	protein_coding	CEP192	centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]
ENSG00000102287	614.1907638161578	1.2604864264199926	0.2860979119370589	4.40578687864488	1.0540055491221296e-5	0.001203297906544214	TRUE	X	151953124	151974680	-1	protein_coding	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit [Source:HGNC Symbol;Acc:HGNC:4085]
ENSG00000104368	458.45232104870996	1.2662370209010583	0.19092169871999307	6.632232110809622	3.306480795292399e-11	1.1488583163295309e-8	TRUE	8	42174718	42207676	-1	protein_coding	PLAT	plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]
ENSG00000104856	130.6809178806083	1.235342141980806	0.3425266937281723	3.6065572832731343	3.102863852330064e-4	0.020493005351979923	TRUE	19	45001449	45038198	1	protein_coding	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]
ENSG00000108342	60.162403993672505	4.15718009078478	0.6067125442167947	6.851976492675431	7.283652777688622e-12	2.707316798739471e-9	TRUE	17	40015361	40017813	1	protein_coding	CSF3	colony stimulating factor 3 [Source:HGNC Symbol;Acc:HGNC:2438]
ENSG00000109819	85.7861573672503	-1.6100489107999736	0.3660975769644722	-4.397868251819159	1.0931930161100993e-5	0.0012357313346253308	TRUE	4	23755041	23904089	-1	protein_coding	PPARGC1A	PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]
ENSG00000110318	139.95944194852729	-1.0087883328708311	0.25846815361729153	-3.902950203933144	9.502725887617943e-5	0.00759410339308988	TRUE	11	101915010	102001062	1	protein_coding	CEP126	centrosomal protein 126 [Source:HGNC Symbol;Acc:HGNC:29264]
ENSG00000111012	87.43173684792802	1.257827273943839	0.3070397277075855	4.096627115113105	4.1921333954287794e-5	0.003641460220605336	TRUE	12	57762334	57768986	-1	protein_coding	CYP27B1	cytochrome P450 family 27 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2606]
ENSG00000111331	958.7650410538955	1.1712898123370334	0.178455383009186	6.563488265729374	5.256337334686199e-11	1.714531420822235e-8	TRUE	12	112938444	112973251	1	protein_coding	OAS3	2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]
ENSG00000111335	663.2608962699752	1.2887944566290341	0.17412176642121463	7.40168494219922	1.34467233096995e-13	5.969971629414642e-11	TRUE	12	112978395	113011723	1	protein_coding	OAS2	2'-5'-oligoadenylate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:8087]
ENSG00000112096	2858.131752157908	1.5661051303997413	0.15835488653274857	9.88984403759377	4.607451514249327e-23	4.909393170149799e-20	TRUE	6	159669069	159745186	-1	protein_coding	SOD2	superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
ENSG00000112299	47.9616616027574	1.836302199272454	0.40720765687271276	4.509498208788484	6.498114329047302e-6	8.513062403374018e-4	TRUE	6	132680849	132714055	-1	protein_coding	VNN1	vanin 1 [Source:HGNC Symbol;Acc:HGNC:12705]
ENSG00000112561	134.77517356334474	1.275070347166628	0.30885269054321657	4.128409388061369	3.652813322703103e-5	0.0033182576170523188	TRUE	6	41683978	41736259	-1	protein_coding	TFEB	transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]
ENSG00000113070	983.2538351472999	1.2919387758779763	0.1407281501240261	9.180386260597961	4.2954784107760526e-20	3.1206650654288025e-17	TRUE	5	140332843	140346603	-1	protein_coding	HBEGF	heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]
ENSG00000115008	1691.8797045491924	1.1005928489338597	0.19563447423749636	5.625761273535879	1.846916239275769e-8	4.217037464620659e-6	TRUE	2	112773925	112784493	-1	protein_coding	IL1A	interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]
ENSG00000115009	385.643259462681	3.1084020327978523	0.21804437119368295	14.25582332522926	4.124095189779963e-46	2.1971804472751048e-42	TRUE	2	227805739	227817564	1	protein_coding	CCL20	C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]
ENSG00000116962	78.41687690868123	-1.273388438646496	0.33506797162081714	-3.8003884181671	1.4446946016745843e-4	0.01078997841989013	TRUE	1	235975830	236065109	-1	protein_coding	NID1	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]
ENSG00000118308	102.55087083499696	-1.2031208385163035	0.30545312959026477	-3.938806716860853	8.188786333057384e-5	0.006711865228782367	TRUE	12	25004342	25108334	1	protein_coding	LRMP	lymphoid restricted membrane protein [Source:HGNC Symbol;Acc:HGNC:6690]
ENSG00000118363	701.5342397923406	-1.198905879023471	0.28608253280550566	-4.190769241541048	2.7801029721234602e-5	0.0027260359388619182	TRUE	11	74949247	74979033	1	protein_coding	SPCS2	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]
ENSG00000118503	2229.8826048843507	1.4535832561920703	0.14386185031131665	10.104021691967121	5.302211677056089e-24	6.053232088170533e-21	TRUE	6	137867214	137883312	1	protein_coding	TNFAIP3	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]
ENSG00000122484	765.542436514523	-1.0864846671628676	0.2641590258266343	-4.112994677213565	3.905593943350505e-5	0.0034873244690821854	TRUE	1	92299059	92402056	1	protein_coding	RPAP2	RNA polymerase II associated protein 2 [Source:HGNC Symbol;Acc:HGNC:25791]
ENSG00000122641	1530.258912871391	1.7374034931381852	0.16704405194509	10.4008701471711	2.4567935354435326e-25	3.2722442564161654e-22	TRUE	7	41667168	41705834	-1	protein_coding	INHBA	inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]
ENSG00000122966	212.64717269591748	-1.0541990791418665	0.3128515031734885	-3.369646840268725	7.526457772221967e-4	0.03944110641751596	TRUE	12	119685791	119877320	-1	protein_coding	CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]
ENSG00000124102	70.56083888657214	1.7774008555417153	0.36000518801407344	4.9371534486670585	7.927109778229562e-7	1.3771629954939467e-4	TRUE	20	45174902	45176544	1	protein_coding	PI3	peptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:8947]
ENSG00000125730	6307.9944816713005	1.5106569000387529	0.1476032191811479	10.23457962786557	1.3879663312665148e-24	1.7064512209717467e-21	TRUE	19	6677704	6730562	-1	protein_coding	C3	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]
ENSG00000125735	37.96588115087255	2.10355633029161	0.4590623148115727	4.582289293676912	4.5991303388774705e-6	6.505123912060053e-4	TRUE	19	6661253	6670588	-1	protein_coding	TNFSF14	TNF superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11930]
ENSG00000126709	198.12745193293603	2.337716092507498	0.3754022114722107	6.227230477251859	4.747524747522072e-10	1.35499442927938e-7	TRUE	1	27666064	27672198	-1	protein_coding	IFI6	interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]
ENSG00000128342	974.9973135671573	1.433947595825095	0.17777183639468133	8.06622480200692	7.250525181835672e-16	3.996039447630329e-13	TRUE	22	30240453	30246759	-1	protein_coding	LIF	LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]
ENSG00000132530	133.09398545615795	2.654579422487952	0.45307446939562307	5.859035548899981	4.655630385979556e-9	1.1274384918047158e-6	TRUE	17	6755447	6775647	1	protein_coding	XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]
ENSG00000134056	164.95274333686655	-1.71688773390159	0.27892401569267655	-6.155395868792049	7.489018993349739e-10	2.0637412167363602e-7	TRUE	5	69217760	69230158	1	protein_coding	MRPS36	mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:HGNC:16631]
ENSG00000134070	189.67544332678844	1.571654391022459	0.22171439863539305	7.088643771878018	1.3543263635874235e-12	5.550307248517382e-10	TRUE	3	10164919	10243745	1	protein_coding	IRAK2	interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
ENSG00000134258	184.65001303041282	-1.2579226145147144	0.23597988547436594	-5.3306349055388464	9.786999866643766e-8	2.085674918247564e-5	TRUE	1	117143587	117210960	-1	protein_coding	VTCN1	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]
ENSG00000134339	1473.590769333102	2.519310604475076	0.1618697643621277	15.563812144922808	1.2822860180393009e-54	1.0247388713161074e-50	TRUE	11	18239223	18248643	-1	protein_coding	SAA2	serum amyloid A2 [Source:HGNC Symbol;Acc:HGNC:10514]
ENSG00000136244	121.27770203527645	3.087424452116693	0.43266001933344794	7.135913452029033	9.61464953015074e-13	4.043972195799981e-10	TRUE	7	22725884	22732002	1	protein_coding	IL6	interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]
ENSG00000136449	15.786253140536978	-3.2060389205570075	0.9383985685194682	-3.4165002250751986	6.34316113750603e-4	0.03495956705543409	TRUE	17	50508384	50531501	1	protein_coding	MYCBPAP	MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]
ENSG00000136688	234.1525893520882	2.2859294369582974	0.2439230306297874	9.37151949554018	7.149572372287482e-21	6.01429553822478e-18	TRUE	2	112973203	112985658	1	protein_coding	IL36G	interleukin 36 gamma [Source:HGNC Symbol;Acc:HGNC:15741]
ENSG00000137135	57.765372545984555	-1.8241601097970597	0.3980341089594649	-4.582924098052183	4.58518508706233e-6	6.505123912060053e-4	TRUE	9	35658875	35675866	-1	protein_coding	ARHGEF39	Rho guanine nucleotide exchange factor 39 [Source:HGNC Symbol;Acc:HGNC:25909]
ENSG00000137959	146.83313966146153	2.7253458393328343	0.3932843497775707	6.929708341748672	4.2170913824529544e-12	1.6439456479450139e-9	TRUE	1	78619922	78646145	1	protein_coding	IFI44L	interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]
ENSG00000138678	18.8308298533791	2.99454838520112	0.8563163845390169	3.4970116644599565	4.7050125917077535e-4	0.02827075798994926	TRUE	4	83535914	83605875	1	protein_coding	GPAT3	glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]
ENSG00000140379	65.11600910618743	2.304110337777558	0.39311651973385453	5.861138421090708	4.597045601539086e-9	1.1274384918047158e-6	TRUE	15	79960892	79971196	-1	protein_coding	BCL2A1	BCL2 related protein A1 [Source:HGNC Symbol;Acc:HGNC:991]
ENSG00000140519	1049.5290355128775	1.330423801186956	0.16250692562047914	8.186874473855013	2.6809753990157763e-16	1.5870381408321907e-13	TRUE	15	89471398	89496589	-1	protein_coding	RHCG	Rh family C glycoprotein [Source:HGNC Symbol;Acc:HGNC:18140]
ENSG00000143546	1693.8345141270959	1.826828401393239	0.1454900735451284	12.556378293578836	3.66738988764617e-36	9.188129751307538e-33	TRUE	1	153390032	153391073	-1	protein_coding	S100A8	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]
ENSG00000143556	10.624287425353025	4.234234271328362	1.1129071144795013	3.8046609786556025	1.4199854050058047e-4	0.01065522381605999	TRUE	1	153457744	153460651	-1	protein_coding	S100A7	S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:HGNC:10497]
ENSG00000144504	111.239927994616	-1.5196981099565323	0.3397454179050249	-4.4730496126407235	7.711187713500473e-6	9.554101800378144e-4	TRUE	2	240479422	240569209	-1	protein_coding	ANKMY1	ankyrin repeat and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20987]
ENSG00000145147	22.74307262431948	-3.208634431408169	0.9268084266228868	-3.462025526785316	5.361263028990741e-4	0.03138793662723774	TRUE	4	20251905	20620561	1	protein_coding	SLIT2	slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086]
ENSG00000145824	99.56687429373862	-1.4206897269376737	0.3231087548874292	-4.396939746905468	1.0978780549133267e-5	0.0012357313346253308	TRUE	5	135570679	135579279	-1	protein_coding	CXCL14	C-X-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10640]
ENSG00000145901	4727.5674065285675	1.3393184780260274	0.12725193418306807	10.524936116878568	6.63064084933419e-26	9.634321154082578e-23	TRUE	5	151029945	151093577	-1	protein_coding	TNIP1	TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]
ENSG00000146233	27.885241050265133	-2.516201542573958	0.6981463531337331	-3.604117576894322	3.132152520758455e-4	0.02060131429600098	TRUE	6	46549580	46652830	-1	protein_coding	CYP39A1	cytochrome P450 family 39 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:17449]
ENSG00000148848	54.90850871933762	1.2937441820771083	0.3725765594589087	3.472425060653325	5.157789879820291e-4	0.030521922262523347	TRUE	10	126012381	126388455	-1	protein_coding	ADAM12	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]
ENSG00000151687	21.823674623973886	-3.481708450794903	0.8174669524142643	-4.259142758630434	2.0521238360455436e-5	0.0021091019756645955	TRUE	2	189674290	189761193	1	protein_coding	ANKAR	ankyrin and armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:26350]
ENSG00000154655	9.449618611863036	3.303961075183453	0.9630310539677188	3.4307939100935814	6.018176309751921e-4	0.03404708856216996	TRUE	18	5954706	6415237	-1	protein_coding	L3MBTL4	L3MBTL histone methyl-lysine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:26677]
ENSG00000157601	428.52653696809574	2.2071688810925827	0.5618654640354027	3.928287147674751	8.555302401709301e-5	0.0069410862074375515	TRUE	21	41420304	41459214	1	protein_coding	MX1	MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]
ENSG00000162194	57.873629552105356	1.7739948504470742	0.39005476653814813	4.548066073366582	5.4141139027521655e-6	7.271746429217468e-4	TRUE	11	62662817	62672255	-1	protein_coding	LBHD1	LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351]
ENSG00000162366	123.46726410803237	2.4156920750437028	0.3044862309766464	7.933666055424958	2.1276974355799606e-15	1.0627183785273284e-12	TRUE	1	47183582	47191044	-1	protein_coding	PDZK1IP1	PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]
ENSG00000163207	2134.189028507973	1.0379757343375684	0.16571702281478828	6.263543217872373	3.7632679226021907e-10	1.0936056583081967e-7	TRUE	1	152908546	152911886	1	protein_coding	IVL	involucrin [Source:HGNC Symbol;Acc:HGNC:6187]
ENSG00000163216	437.9347722515954	2.794939640801901	0.21561750726673967	12.962489346212	1.9966125179629405e-38	6.382371574920336e-35	TRUE	1	153039732	153041931	-1	protein_coding	SPRR2D	small proline rich protein 2D [Source:HGNC Symbol;Acc:HGNC:11264]
ENSG00000163218	117.27776941178745	1.8233872534252884	0.2675926035352068	6.81404205249413	9.489394592471844e-12	3.4470225857153973e-9	TRUE	1	153330120	153348841	-1	protein_coding	PGLYRP4	peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:HGNC:30015]
ENSG00000163220	12114.706647056195	1.1139413353267784	0.11688152361846565	9.53051689301209	1.5650202716846795e-21	1.471395235431543e-18	TRUE	1	153357854	153361023	1	protein_coding	S100A9	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]
ENSG00000163734	205.70558030024725	2.005166956823414	0.2502123654243826	8.013860359868591	1.1116291595797289e-15	5.922389619187602e-13	TRUE	4	74036589	74038807	-1	protein_coding	CXCL3	C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]
ENSG00000163735	103.59214188379512	3.543062190797705	0.3745855477453425	9.458619565340022	3.120352523629449e-21	2.7706996880649714e-18	TRUE	4	73995642	73998677	-1	protein_coding	CXCL5	C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]
ENSG00000163739	1669.3457757198723	1.3277038441235225	0.1536731590393694	8.639790139170492	5.6316371322456334e-18	3.750435678528415e-15	TRUE	4	73869393	73871308	1	protein_coding	CXCL1	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
ENSG00000163874	838.1072847790103	1.6170529774833748	0.17337104664142708	9.327122427932435	1.0878417387391522e-20	8.279511671556129e-18	TRUE	1	37474580	37484377	1	protein_coding	ZC3H12A	zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]
ENSG00000164400	42.7732422931458	2.970303366274404	0.5040407475919007	5.8929826218719255	3.792863094455378e-9	9.777634006238762e-7	TRUE	5	132073789	132076170	1	protein_coding	CSF2	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]
ENSG00000164818	367.0066759409077	1.148120858937787	0.2250039966337964	5.102668735286523	3.3489691937088593e-7	6.372211264648654e-5	TRUE	7	726699	786475	1	protein_coding	DNAAF5	dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013]
ENSG00000165949	407.0913840625786	3.13480755912158	0.249804766629191	12.549030194347226	4.0240823536978516e-36	9.188129751307538e-33	TRUE	14	94104836	94116698	1	protein_coding	IFI27	interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397]
ENSG00000166920	996.704764490678	1.236892938045902	0.12909144430148353	9.58152528805263	9.56221800071654e-22	9.55205814409078e-19	TRUE	15	45430529	45448761	1	protein_coding	C15orf48	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]
ENSG00000167916	33.5690295958733	1.795913614025481	0.4749259960542402	3.7814599094305503	1.5591133325741264e-4	0.011357197787042493	TRUE	17	40697991	40703752	-1	protein_coding	KRT24	keratin 24 [Source:HGNC Symbol;Acc:HGNC:18527]
ENSG00000168961	76.25035469208909	1.2773664254347992	0.3722113311660571	3.431831109045198	5.995207883595546e-4	0.03404708856216996	TRUE	17	27629798	27649560	1	protein_coding	LGALS9	galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]
ENSG00000169429	2364.884884563935	2.386742326396072	0.14085983407713773	16.944094404435	2.1278549100550072e-64	3.400950502740918e-60	TRUE	4	73740541	73743716	1	protein_coding	CXCL8	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]
ENSG00000170477	354.49865423364065	1.0760914695406611	0.21595984563248483	4.982831259158831	6.266059105542044e-7	1.1252856481334661e-4	TRUE	12	52806549	52814116	-1	protein_coding	KRT4	keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441]
ENSG00000172602	59.973763666374474	1.6311864143153258	0.38272422191455086	4.26204123207941	2.025680551263e-5	0.0021091019756645955	TRUE	12	48857145	48865870	-1	protein_coding	RND1	Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314]
ENSG00000173432	4932.964859126252	2.209515211775215	0.15560825425171915	14.199215988896066	9.264306362767642e-46	3.7017852149028805e-42	TRUE	11	18266260	18269977	1	protein_coding	SAA1	serum amyloid A1 [Source:HGNC Symbol;Acc:HGNC:10513]
ENSG00000173918	112.00537030552924	1.9343079228845914	0.3028761814394951	6.386464309247784	1.6976503211833636e-10	5.217989439129558e-8	TRUE	17	79022814	79049788	1	protein_coding	C1QTNF1	C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]
ENSG00000175048	115.06733129986414	1.2615149686549578	0.27470984960812594	4.592172324561755	4.386559188224719e-6	6.414754508382318e-4	TRUE	6	157381133	157678157	1	protein_coding	ZDHHC14	zinc finger DHHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20341]
ENSG00000176907	52.69352458397457	1.4749799707478077	0.43937293922433557	3.3570114111982456	7.878986075097786e-4	0.04075399172760127	TRUE	8	40153482	40155310	1	protein_coding	TCIM	transcriptional and immune response regulator [Source:HGNC Symbol;Acc:HGNC:1357]
ENSG00000178177	66.4189983369573	1.9183368340204936	0.4348314634792106	4.411678995515489	1.0257210743192669e-5	0.0011794316497010678	TRUE	4	17841199	18021876	-1	protein_coding	LCORL	ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]
ENSG00000179826	27.505081170757695	2.1425296582552997	0.5398212112459359	3.968961599916069	7.218651223202961e-5	0.006040612696358792	TRUE	11	18120955	18138480	1	protein_coding	MRGPRX3	MAS related GPR family member X3 [Source:HGNC Symbol;Acc:HGNC:17980]
ENSG00000181333	228.44948289566116	1.30251366303151	0.1997199930376955	6.521698920676766	6.951544875740716e-11	2.178559642136546e-8	TRUE	11	94021354	94114208	1	protein_coding	HEPHL1	hephaestin like 1 [Source:HGNC Symbol;Acc:HGNC:30477]
ENSG00000183486	63.063905315933056	2.079418005894995	0.48652769704146065	4.273997181537216	1.9199946298021913e-5	0.002032269812458836	TRUE	21	41361999	41409393	1	protein_coding	MX2	MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]
ENSG00000184368	56.235284322728596	-1.588364464599433	0.3826293742800358	-4.151182766843596	3.307614936189233e-5	0.0031281425754504442	TRUE	X	20006713	20116907	-1	protein_coding	MAP7D2	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]
ENSG00000184557	188.6903001454718	1.0372464058516773	0.22708383824452932	4.567680438511637	4.931511048728868e-6	6.794856990675302e-4	TRUE	17	78356778	78360077	-1	protein_coding	SOCS3	suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]
ENSG00000185022	450.90179000883046	1.1258374828590514	0.17004870104939712	6.620676758548182	3.5755807614104603e-11	1.2159256874387956e-8	TRUE	22	38200767	38216507	1	protein_coding	MAFF	MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]
ENSG00000185215	751.4387592764932	1.5895309130507034	0.24067590141986595	6.604445661876722	3.990075256793529e-11	1.3286119339443953e-8	TRUE	14	103123442	103137439	1	protein_coding	TNFAIP2	TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]
ENSG00000185479	2969.482204691417	1.5501280440860492	0.14291214497765695	10.846720160336254	2.0671029173068825e-27	3.3038505927315902e-24	TRUE	12	52446651	52452146	-1	protein_coding	KRT6B	keratin 6B [Source:HGNC Symbol;Acc:HGNC:6444]
ENSG00000185507	54.68609175554497	1.4559380198634924	0.42938434847994816	3.390757080498204	6.969985027891688e-4	0.03745232325397178	TRUE	11	612553	615983	-1	protein_coding	IRF7	interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]
